曲名,難易度,STDORDX,スコア
TRUST,MAS,STD,978074
猫祭り,MAS,STD,1003987
管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,MAS,DX,992893
あねぺったん,MAS,STD,988995
サヨナラフリーウェイ,MAS,DX,987843
We Are Us,MAS,DX,997017
Limits,MAS,DX,990283
インパアフェクシオン・ホワイトガアル,MAS,DX,946345
Ring,MAS,DX,981105
WE'RE BACK!!,MAS,DX,947427
Trrricksters!!,MAS,DX,950117
蜘蛛の糸,MAS,DX,906822
Ghost Dance,MAS,DX,1006237
ピュグマリオンの咒文,MAS,DX,984008
Hainuwele,MAS,DX,938903
コスモポップファンクラブ,MAS,DX,903409
folern,MAS,DX,952556
8-EM,MAS,DX,987300
閃鋼のブリューナク,MAS,STD,968990
ハードコア・シンドローム,MAS,DX,962801
レーイレーイ,MAS,DX,882020
popcorn,MAS,DX,923732
Counselor,MAS,STD,993181
Invitation,MAS,STD,999417
光線チューニング,MAS,STD,995509
Xevel,MAS,STD,897081
My First Phone,MAS,STD,981973
玩具狂奏曲 -終焉-,MAS,DX,947722
BOKUTO,MAS,DX,984565
立川浄穢捕物帳,MAS,DX,960931
エンドマークに希望と涙を添えて,MAS,STD,925380


曲名,難易度,STDORDX,スコア
モエチャッカファイア,EXP,DX,1009861
アイドル,EXP,DX,1006716
阿修羅ちゃん,EXP,DX,957386
INTERNET YAMERO,EXP,DX,1000636
INTERNET OVERDOSE,EXP,DX,995013
だから僕は音楽を辞めた,EXP,DX,1004912
青春コンプレックス,EXP,DX,999053
さくゆいたいそう,EXP,DX,1007097
シリウスの輝きのように,EXP,DX,1009545
プラネタリウム・レヴュー,EXP,DX,1006854
Burn My Soul,EXP,DX,1007020
HUMANBORG,EXP,DX,994916
あつすぎの歌,EXP,DX,1009908
お願いマッスル,EXP,DX,1003351
トンデモワンダーズ,EXP,DX,1004538
バグ,EXP,DX,934714
人マニア,EXP,DX,994964
フォニイ,EXP,DX,979924
グッバイ宣言,EXP,DX,848505
星界ちゃんと可不ちゃんのおつかい合騒曲,EXP,DX,992013
きゅうくらりん,EXP,DX,992519
RAD DOGS,EXP,DX,1006093
劣等上等,EXP,DX,973891
にっこり^^調査隊のテーマ,EXP,DX,1005633
アイディスマイル,EXP,DX,1005998
ノンブレス・オブリージュ,EXP,DX,889245
魔法少女とチョコレゐト,EXP,DX,999519
腐れ外道とチョコレゐト,EXP,STD,999594
ラビットホール,EXP,DX,1008388
アニマル,EXP,DX,989547
アンドロイドガール,EXP,DX,997869
ヒバナ,EXP,STD,958926
ゴーストルール,EXP,DX,1001581
失敗作少女,EXP,DX,990637
QUEEN,EXP,DX,1001713
エンヴィーベイビー,EXP,DX,858704
KING,EXP,DX,1006307
エゴロック,EXP,DX,963018
ジャンキーナイトタウンオーケストラ,EXP,DX,931207
テレキャスタービーボーイ,EXP,DX,1004476
マーシャル・マキシマイザー,EXP,DX,980073
強風オールバック,EXP,DX,1008021
＊ハロー、プラネット。,EXP,DX,999277
テオ,EXP,DX,998449
アスノヨゾラ哨戒班,EXP,DX,932631
キミノヨゾラ哨戒班,EXP,STD,886805
ビターチョコデコレーション,EXP,DX,980946
初音ミクの激唱,EXP,STD,973551
初音ミクの消失,EXP,DX,961355
初音ミクの消失,EXP,STD,980205
デッドマンズバラッド,EXP,DX,962643
終点,EXP,STD,953426
キャットラビング,EXP,DX,1009166
だれかの心臓になれたなら,EXP,DX,888311
命に嫌われている,EXP,DX,1004658
春嵐,EXP,DX,877140
ラグトレイン,EXP,DX,998412
ロウワー,EXP,DX,995914
命ばっかり,EXP,STD,988340
フィクサー,EXP,STD,923052
ロキ,EXP,STD,975147
彗星ハネムーン,EXP,STD,1000578
ダンスロボットダンス,EXP,DX,834431
ダンスロボットダンス,EXP,STD,995217
エイリアンエイリアン,EXP,STD,993512
花となれ,EXP,DX,991673
ずんだもんの朝食　〜目覚ましずんラップ〜,EXP,DX,1004177
ツギハギスタッカート,EXP,DX,1006422
ジェヘナ,EXP,DX,1005145
さよならプリンセス,EXP,DX,1003516
ただ選択があった,EXP,DX,1008501
ドーナツホール,EXP,STD,978417
ナンセンス文学,EXP,STD,990942
脳漿炸裂ガール,EXP,DX,970556
脳漿炸裂ガール,EXP,STD,946267
アウターサイエンス,EXP,STD,962336
夜咄ディセイブ,EXP,STD,945373
カゲロウデイズ,EXP,STD,993230
ウミユリ海底譚,EXP,STD,929551
恋愛裁判,EXP,STD,976462
アンハッピーリフレイン,EXP,STD,980804
裏表ラバーズ,EXP,STD,995642
ワールズエンド・ダンスホール,EXP,STD,960733
セツナトリップ,EXP,DX,936890
セツナトリップ,EXP,STD,973633
約束,EXP,DX,1006281
幾望の月,EXP,DX,992622
六兆年と一夜物語,EXP,DX,906316
六兆年と一夜物語,EXP,STD,966769
敗北の少年,EXP,STD,976090
拝啓ドッペルゲンガー,EXP,STD,985631
人生リセットボタン,EXP,STD,977575
サヨナラチェーンソー,EXP,DX,972390
チュルリラ・チュルリラ・ダッダッダ！,EXP,STD,1001103
天ノ弱,EXP,DX,839097
天ノ弱,EXP,STD,980954
ブリキノダンス,EXP,STD,934791
幸せになれる隠しコマンドがあるらしい,EXP,STD,1001914
白い雪のプリンセスは,EXP,STD,939323
ECHO,EXP,STD,983639
Nyan Cat EX,EXP,STD,980033
Re:Unknown X,EXP,DX,999471
三妖精SAY YA!!!,EXP,DX,898951
天狗の落とし文 feat. ｙｔｒ,EXP,STD,974398
ナイト・オブ・ナイツ (Cranky Remix),EXP,DX,979734
ナイト・オブ・ナイツ,EXP,DX,967224
ナイト・オブ・ナイツ,EXP,STD,976031
Armageddon,EXP,DX,970637
Dive into The Sky ～initialized～,EXP,DX,934962
Scream out! -maimai SONIC WASHER Edit-,EXP,STD,999159
wheel,EXP,DX,977479
Doll Judgment,EXP,STD,995822
Imperishable Night 2006 (2016 Refine),EXP,STD,981560
もうみんなしねばいいのに,EXP,STD,1007204
Overjoy ★ OVERDOSE!!,EXP,DX,1007625
Synthesis.,EXP,DX,1006166
New York Back Raise,EXP,DX,1006653
QUATTUORUX,EXP,DX,985257
INFiNiTE ENERZY -Overdoze-,EXP,DX,981019
神威,EXP,DX,990024
ozma,EXP,DX,992787
月面基地,EXP,DX,971901
"Good Bye, Mr. Jack",EXP,STD,994510
麒麟,EXP,STD,989552
Jack-the-Ripper◆,EXP,STD,1005456
with U,EXP,DX,988633
Love Kills U,EXP,DX,977037
DANGEROOOOUS JUNGLE,EXP,DX,933759
天使光輪,EXP,DX,975031
Let you DIVE!,EXP,DX,983313
僕の和風本当上手,EXP,DX,952627
最強STRONGER,EXP,DX,972077
Aegleseeker,EXP,DX,976481
Cyaegha,EXP,DX,947758
きたさいたま2000,EXP,STD,974448
ULTRA SYNERGY MATRIX,EXP,DX,992836
ENERGY SYNERGY MATRIX,EXP,STD,1003062
PUPA,EXP,DX,959446
MilK,EXP,STD,985132
竹,EXP,DX,990845
プナイプナイせんそう,EXP,DX,949101
Strange Bar,EXP,DX,1000706
FREEDOM DiVE (tpz Overcute Remix),EXP,STD,1001017
BULK UP (GAME EXCLUSIVE EDIT),EXP,DX,998416
Altale,EXP,STD,867580
Destr0yer,EXP,DX,988315
Destr0yer,EXP,STD,970167
Halfway(>∀<),EXP,DX,996993
Luminaria,EXP,DX,994203
エナドリおいしいソング,EXP,DX,991159
Southern Cross,EXP,DX,930905
Re：End of a Dream,EXP,DX,939417
もぺもぺ,EXP,DX,887001
アトロポスと最果の探究者,EXP,DX,861224
Credits,EXP,STD,975433
魔法少女になるしかねぇ,EXP,STD,993476
人里に下ったアタイがいつの間にか社畜になっていた件,EXP,STD,1001343
METATRON,EXP,STD,1003818
DRAGONLADY,EXP,STD,988012
YA･DA･YO [Reborn],EXP,STD,997482
セガサターン起動音[H.][Remix],EXP,STD,972991
Urban Crusher [Remix],EXP,STD,996098
Mysterious Destiny,EXP,STD,1004733
ばかみたい【Taxi Driver Edition】,EXP,DX,981792
パーフェクション,EXP,DX,904400
184億回のマルチトニック,EXP,DX,1007990
チエルカ／エソテリカ,EXP,DX,989797
NOIZY BOUNCE,EXP,DX,997731
フェイクフェイス・フェイルセイフ,EXP,DX,1006085
ミルキースター・シューティングスター,EXP,DX,945879
ツムギボシ,EXP,DX,989915
Rainbow Rush Story,EXP,DX,989701
Jouez Avec Moi?,EXP,DX,889143
ヨミビトシラズ,EXP,DX,954897
とびだせ！TO THE COSMIC!!,EXP,DX,973170
Paradisoda,EXP,DX,909793
居並ぶ穀物と溜息まじりの運送屋,EXP,DX,995522
ぼくたちいつでも　しゅわっしゅわ！,EXP,DX,792488
でらっくmaimai♪てんてこまい!,EXP,DX,983454
FEEL ALIVE,EXP,STD,1003379
花と、雪と、ドラムンベース。,EXP,STD,985200
Kinda Way,EXP,STD,1004763
QuiQ,EXP,DX,997664
Jörqer,EXP,DX,969610
Valsqotch,EXP,DX,989052
封焔の135秒,EXP,DX,976926
Divide et impera!,EXP,DX,998878
mystique as iris,EXP,DX,1007178
TEmPTaTiON,EXP,DX,980718
雨露霜雪,EXP,DX,992584
Our Wrenally,EXP,STD,977645
Garakuta Doll Play,EXP,STD,987462
Deicide,EXP,DX,999090
IF:U,EXP,DX,975469
Edelweiss,EXP,DX,1001532
Bloody Trail,EXP,DX,988754
RondeauX of RagnaroQ,EXP,DX,997849
Ether Second,EXP,DX,991260
Straight into the lights,EXP,DX,962232
The Great Banquet,EXP,DX,1001382
Latent Kingdom,EXP,DX,996592
Swift Swing,EXP,DX,947813
Horoscope Express,EXP,DX,1002425
raputa,EXP,DX,987722
モ°ルモ°ル,EXP,DX,965139
the EmpErroR,EXP,STD,977749
ガラテアの螺旋,EXP,STD,996985
Party☆People☆Princess,EXP,DX,1002920
Redemption,EXP,DX,983253
oboro,EXP,STD,982916
渦状銀河のシンフォニエッタ,EXP,STD,1003861
超熊猫的周遊記（ワンダーパンダートラベラー）,EXP,DX,991163
enchanted wanderer,EXP,DX,992059
Comet Panto Men!,EXP,DX,975640
VeRForTe αRtE:VEiN,EXP,DX,986767
ここからはじまるプロローグ。 (Kanon Remix),EXP,DX,1004139
VERTeX (rintaro soma deconstructed remix),EXP,DX,983300
Beat Opera op.1,EXP,DX,1001055
VIIIbit Explorer,EXP,DX,959860
VIIIbit Explorer,EXP,STD,989648
You Mean the World to Me,EXP,DX,1001014
VSpook!,EXP,DX,973313
"""411Ψ892""",EXP,DX,993985
N3V3R G3T OV3R,EXP,DX,983551
Sage,EXP,DX,1002371
Cryptarithm,EXP,DX,999380
Metamorphosism,EXP,DX,988878
PANDORA PARADOXXX,EXP,STD,952100
天火明命,EXP,STD,1007186
World's end loneliness,EXP,DX,997541
Hyper Active,EXP,STD,1007232
華の集落、秋のお届け,EXP,DX,1000870
躯樹の墓守,EXP,DX,1001416
AMABIE,EXP,DX,980220
Last Samurai,EXP,DX,1002268
Heavenly Blast,EXP,DX,990862
時計の国のジェミニ,EXP,DX,949357
"≠彡""/了→",EXP,DX,985641
Axeria,EXP,STD,996994
Streak,EXP,STD,993832
Turn around,EXP,STD,982373
Link,EXP,STD,1000099
アポカリプスに反逆の焔を焚べろ,EXP,DX,931055
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？,EXP,STD,954131
Imitation:Loud Lounge,EXP,STD,1001385
雷切-RAIKIRI-,EXP,STD,990001
Mare Maris,EXP,STD,992411
魔ジョ狩リ,EXP,DX,987259
Signature,EXP,STD,970018
Black Out,EXP,STD,979851
Fragrance,EXP,STD,960537
HERA,EXP,STD,1000584
ℝ∈Χ LUNATiCA,EXP,DX,996177
ViRTUS,EXP,DX,979733
sølips,EXP,DX,975973
系ぎて,EXP,DX,981776
Transcend Lights,EXP,DX,992923
撩乱乙女†無双劇,EXP,DX,992896
MarbleBlue.,EXP,DX,989179
Apollo,EXP,DX,990999
LAMIA,EXP,DX,985341
Last Kingdom,EXP,DX,997875
Titania,EXP,DX,919977
YURUSHITE,EXP,DX,968930
MEGATON BLAST,EXP,DX,859295
脳天直撃,EXP,DX,980048
LiftOff,EXP,DX,987562
See The Light,EXP,DX,997166
エータ・ベータ・イータ,EXP,DX,985031
"Good bye, Merry-Go-Round.",EXP,DX,983342
SUPER AMBULANCE,EXP,DX,1002746
Don't Fight The Music,EXP,DX,975365
DETARAME ROCK&ROLL THEORY,EXP,STD,959981
オーケー？　オーライ！,EXP,DX,986142
Λzure Vixen,EXP,DX,982125
SQUAD-Phvntom-,EXP,DX,996087
インパアフェクシオン・ホワイトガアル,EXP,DX,1006931
蜘蛛の糸,EXP,DX,985216
電光石火,EXP,DX,983551
Hainuwele,EXP,DX,1002546
folern,EXP,DX,1000541
8-EM,EXP,DX,980338
PinqPiq (xovevox Remix),EXP,DX,999337
popcorn,EXP,DX,987471
The wheel to the right,EXP,STD,1007670
光線チューニング,EXP,STD,982834
World Vanquisher,EXP,STD,952981
My First Phone,EXP,STD,1000390
玩具狂奏曲 -終焉-,EXP,DX,988134
エンドマークに希望と涙を添えて,EXP,STD,999414
